file_name,zero_crossing,spectral_centroid,spectral_rolloff,spectral_bandwidth,chroma_frequency,rmse,delta,melspectogram,tempo,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
Ai mon Tomake chai Random sakib 2017 (Officail Music With Random Sakib ).mp3,220103,2678.4036421595843,6155.376354082017,2924.4371104988727,0.3431387414159935,0.08341522,1.7735385e-08,1.9396519543489423,161.4990234375,-195.73118095316363,86.28946659993052,42.098804061881374,9.793312262331508,9.283080766404073,5.0801146970484785,1.5119647760692962,10.286108933506966,-9.140535176857876,4.759337733636498,-4.7138177255942075,-0.3257377138631161,1.0747546547044255,-0.12952652901821804,-5.636721301882105,-0.43846380704816085,-8.36516810766727,-2.6586068122795816,-10.500242174663414,-7.802772582895199,hiphop
Aie Mama Aie  Uptown Lokolz  Black Zang  Asif  Official Music Video.mp3,185888,2347.8576450786586,5381.448435822135,2653.913198860396,0.4177476390727012,0.22600159,-3.6837562e-09,12.81508803871441,95.703125,-51.74965371499995,83.98836487841174,-0.4411709498214163,18.657555388207886,6.430181789853877,9.499026188168651,2.3643595085810776,10.157456482126912,-2.1614007649466114,11.696275171170734,4.184860785337934,8.153475313979117,4.940715023829172,4.804080954629313,0.17453088287873825,5.5848675407899,-2.79524045580914,4.766324040379282,-0.2229352988063748,3.43683180461347,hiphop
amar thikana by Random Sakib.mp3,204634,2320.13369215912,5256.283880392747,2579.340502642513,0.33503835196078946,0.13679035,-2.226945e-08,5.427097289625614,143.5546875,-120.41300185466483,87.78554761382503,8.227289692862765,17.889683496518682,2.5903405195557467,13.298971833928837,0.6494943803881034,14.410089171683422,-3.9600954303988796,6.255004895589198,2.969141548630609,5.155531460711929,2.737979906635843,3.4553677945936627,1.963517874330222,2.7192303600768106,-3.004589689153727,3.0683076630689747,-5.261086670865574,1.3889839679884466,hiphop
Ami Rana   Bangla Rap Song 2019.mp3,189626,2422.8932644640054,5487.569580361548,2712.3598232988465,0.33857260800153377,0.21552938,1.3092877e-07,11.508917440076242,99.38401442307692,-104.74340052196239,81.36642148624249,18.376640725249477,8.353105776713418,-9.38093869919258,7.102815055693216,4.832336593008789,4.8502361383134724,7.861800438965958,4.384006673797785,1.9098184083684464,2.024057743401452,-0.009916039993331837,6.2044130102791595,-2.3340080447162173,0.21266410572889588,-0.3760276668344485,5.358412685755715,0.7847730824044364,3.651846031060479,hiphop
anger_Paital BoysNew Bangla Rap Song 2019.mp3,192406,2235.9475507919556,4809.821136240786,2436.5709962060023,0.40717980586282293,0.18140382,1.6213294e-08,9.01397815355927,123.046875,-101.85489481025375,89.20394820516115,3.275660305611684,24.098883942699146,2.352625335601684,9.302238222869656,-4.377394400357783,9.104104738451626,-13.334191404945757,2.1797929619083556,-4.862629914307618,2.070412768782497,0.11089171708728328,5.35077376525582,3.734598786765511,4.730925690927838,-4.919105185099349,2.4272888307995193,-5.3058542064295695,1.0521460567024628,hiphop
Arafa-T Kabir - Born Sinner (Official Music Video)  Bangla Hip-Hop.mp3,213898,2554.707317351496,5285.848913287961,2510.1863428335755,0.35459783895569996,0.14326075,-1.3482831e-08,5.035474024971878,117.45383522727273,-123.06599971654353,72.02951758087575,-3.7526112258019224,34.90455524875321,21.054423746136084,12.970257900127338,-7.425050226509906,10.34976085357407,-11.208369533141463,-0.2236153519475666,1.674216465663086,5.471043579868678,2.555803104845187,5.991359336002432,-4.0861262970807175,-0.23907579345695712,-4.626546482045703,-0.0075978009300279046,-7.552299007741214,-6.931865214135512,hiphop
Asho Mama Hey  Pritom feat. Kuddus Boyati  #KuddusIsBack  Angshu  Bangla New Song  2016.mp3,386815,3788.8758037096995,7762.594736992469,3170.331321455127,0.426839574869344,0.18090737,1.5538454e-07,7.956615229453142,151.99908088235293,-58.510146478035935,37.642803487914,22.82700614039494,18.04055978009398,3.8566862140489864,14.483654657803116,-1.8065945654792834,12.990945802129566,0.15817153154080232,9.829587271121943,1.632545997126622,8.109153579043355,1.2802011139353924,3.8319933449956465,-4.2066897996126,2.5880369296525716,-5.898758109376892,0.8122220493660122,-1.8187478027745334,4.970103659468819,hiphop
Aungur    Fokir Lal Miah    2013.mp3,190947,1877.381352138838,3724.28672051856,1879.9993545681373,0.3284814174114991,0.14960727,2.2733254e-08,8.343004249824775,172.265625,-176.37096565854648,81.48536254463127,-4.453601850297437,24.486968340073677,-8.29361258647668,-0.1554765682456002,-5.674205079428997,1.9649684786815074,-12.026357461442325,3.8989582524374957,-5.587494705781989,1.713421350165103,0.32037236880291137,5.4815994406216335,0.567683784263205,-0.6986634972733804,-6.3603886858707055,-4.689787560233149,-2.064192801848389,0.6656729774663185,hiphop
Awsamajik  Bangla RAP  HOD  Rishi Panda.mp3,211248,2374.1463308289003,5157.804598165051,2548.3836615248974,0.4008080881686931,0.23231834,-1.2599969e-07,16.55698904991574,89.10290948275862,-80.36362114303863,84.39003779820051,10.801823831371875,22.633102082885735,0.7485945310532731,7.60305294767408,-10.425122882035977,0.9371294934734639,-5.634274266924905,-2.0671703905026457,-7.796665308950457,1.6020714658743527,-4.5476366136797015,-1.7573656227926768,-3.298561374746827,3.9102663142843213,-5.818922398494604,1.484983080187496,-2.1560594754175897,-3.371446624968735,hiphop
Ayna - Badmics  Official Music Video  Bangla Rap & Hip Hop.mp3,196092,2011.569266912813,4045.554911744326,2169.9594195820923,0.37588458673530534,0.23006083,1.0664966e-07,12.83922202691251,89.10290948275862,-55.30771300507169,106.60942267446599,-14.994936751472894,24.402376675851418,4.104732526674924,6.896522782329023,-3.4282785412912444,6.21013460245467,-8.977748779574409,2.930359409819913,-6.920720721148795,4.726473155022519,1.6611280350043216,-2.326479596887689,-3.0040904224208194,3.148670677380842,-6.375595077351267,6.957622629266746,0.34072131425277935,-0.5804183938185863,hiphop
Backpass - Rumman ft. Bangla Mentalz  Twist and Chill  HTM Records.mp3,249226,2610.075658975845,5614.436493734763,2630.8948358794105,0.3378898278303287,0.33737046,-1.943586e-07,27.461503247452324,112.34714673913044,-5.559810272798161,81.09735101134524,-1.2717994591759152,10.72179614353549,-3.0887337633423364,7.46012652788036,-1.8331887690609847,5.17899830198597,-4.482986007495782,7.59128382225051,-1.0772258002690958,7.035167363768251,-3.90937248226638,0.6105379669100202,-6.862912825767646,-3.9017106333212914,-7.698976228343714,-0.034095562015247674,-6.874378712013838,5.65647150049028,hiphop
Bangla baby - ( official Music Video ) Damn Yeasin   Bangla New Song  2016.mp3,248839,2644.702264524746,5579.774386173671,2606.0712989280187,0.3696500168643611,0.19031827,7.763246e-08,10.818744548220337,161.4990234375,-119.10404746187383,66.82352606169175,-2.742345541180121,5.805749780668586,-5.468010782374833,0.48786500340715444,-11.558204673061734,-2.146619060017281,-9.675678141178865,1.1139471840223198,-6.121611543325493,3.847829762394361,-3.318704597724274,-3.544825598612344,-2.4701034617706923,-0.9346891104239108,-8.14536425866444,1.2447039428996125,-6.300740586905096,-5.963601360935684,hiphop
Bangla Cypher Deshi Sistrumers The Cypher official music video.mp3,392065,3468.032565310163,6416.314579645054,2732.197692372789,0.4136434517995002,0.17529322,-3.752095e-08,7.34884803849965,103.359375,-106.35663627933533,47.95101588176312,23.11434614430083,13.805711945251145,4.89212816923313,9.880730630496135,-10.237418561354994,10.028031123180558,1.6590167404586804,10.470032061772816,-0.9011028532204481,5.596376756167866,-1.4712345171879593,1.7647429389203266,3.829862009486635,5.07414151103738,-3.1129231011882075,4.307106188441363,1.0161462786130881,3.0457186965519822,hiphop
